2023.0856758236	3.37	38.247172	38.699072	11.06	2.3
2023.0876390996	39.65	38.455534	39.133683	8.77	1.6
2023.0878525477	55.56	38.275529	38.822872	11.27	1
2023.0879771754	28.51	38.397461	39.177865	5.78	1.6
2023.0880068266	4.23	38.454753	39.139958	8.69	1.1
2023.0881686009	9.44	38.275484	38.823503	11.23	1.5
2023.0916136931	8.28	37.208403	36.408114	7.6	4.2
2023.0916270787	10.7	37.201237	36.412614	5.59	1.6
2023.0916746857	13.06	37.206348	36.39786	3.23	2
2023.0923892108	1.76	38.409387	39.145024	7.33	0.7
2023.0928711461	30.48	37.201986	36.25308	-0.31	1.9
2023.0929408460	10.04	38.271224	38.829032	7.96	2.3
2023.0933501809	27.67	38.379374	38.949316	7.93	1.2
2023.0940419091	16.95	37.407947	36.367147	-0.21	2.5
2023.0948515660	7.78	36.87443	37.016109	-4.69	1.1
2023.0958265359	55.49	38.271277	38.826453	7.97	0.8
2023.0962024108	37.2	38.47771	39.182849	9.81	2
2023.0970202027	44.75	37.201208	36.386576	-0.19	1.1
2023.0972211002	24.59	38.209664	38.619714	10.98	1
2023.0972218597	48.56	38.209497	38.619389	11.02	1.6
2023.0972423556	35.36	37.198905	36.405652	14.29	0.6
2023.0973142714	24.85	38.209587	38.619027	10.94	1.1
2023.0987304595	16.35	37.28339	36.847721	3.55	6.2
2023.0987404042	30.18	38.195601	38.714591	4.12	4.6
2023.0987551088	14.22	38.178715	38.488354	11.64	4.6
2023.0987743222	20.55	36.88234	36.567086	7.24	5.2
2023.0987750586	43.79	37.553316	37.246745	10.62	5.3
2023.0987860113	29.43	38.233195	38.690434	11.39	4.1
2023.0987886344	52.21	38.236556	38.694759	11.66	3.8
2023.0987941219	45.38	37.272506	37.018709	13.04	5
2023.0988131677	46.42	38.017314	38.180273	8.71	4.3
2023.0988168172	41.59	37.542997	37.241292	6.55	4.1
2023.0988214573	8.02	37.57819	37.273796	8.34	4
2023.0988227736	49.56	38.131449	38.501546	10.11	4.2
2023.0988240101	28.58	38.174125	38.6736	10.6	4
2023.0988313341	19.71	37.510974	37.174231	6.56	4.5
2023.0988342298	51.09	37.514164	37.206047	6.25	4.3
2023.0988382757	58.77	37.310042	37.018014	7.88	4.5
2023.0988412164	31.57	38.003577	38.21106	10.74	4.2
2023.0988434098	40.79	38.080599	38.400875	7.29	3.2
2023.0988453837	43.08	37.432865	36.930664	7.57	4
2023.0988473702	45.77	37.691895	37.447559	7.24	3.8
2023.0988495684	55.14	38.116618	38.518896	9.18	3.2
2023.0988502393	16.31	38.205595	38.721468	10.87	3.2
2023.0988505425	25.88	37.360103	36.849072	12.47	4.4
2023.0988543308	25.43	38.106405	38.471354	8.84	4.2
2023.0988631759	4.56	37.586283	37.275798	8.21	3.9
2023.0988644029	43.28	38.093258	38.398621	8.43	4.3
2023.0988735620	32.32	38.305705	38.633065	19.18	3.9
2023.0988740310	47.12	36.782499	36.478569	7.07	3.9
2023.0988761132	52.83	38.091829	38.384151	10.16	3.3
2023.0988776894	42.57	37.922791	37.961898	15.36	3.1
2023.0988789135	21.2	38.105037	38.460225	12.94	2.8
2023.0988816821	48.57	38.207597	38.626147	2.82	3.8
2023.0988871571	41.35	37.132703	36.905318	3.67	3.7
2023.0988893892	51.79	37.882414	37.77981	13.69	3.3
2023.0988896348	59.54	38.122941	38.489771	3.1	2.7
2023.0988930863	48.46	37.541223	37.217236	7.26	3.5
2023.0988931332	49.94	37.825574	37.687146	7.63	3.7
2023.0988934583	0.2	36.690906	36.410531	7.37	4.7
2023.0988956004	7.8	37.354423	37.060767	12.46	4.9
2023.0989071717	12.96	38.092765	38.453491	11.3	4.2
2023.0989092171	17.51	37.906303	37.860624	17.7	4.2
