0.920347222	47.58561	7.59355	4289	0.41
0.989560185	47.58591	7.59364	4386	0.7
1.010266204	47.58561	7.59355	4295	0.55
1.01443287	47.58709	7.59241	4199	0.96
1.017824074	47.58576	7.59447	4420	0.46
1.025543981	47.58593	7.59353	4518	0.55
1.041203704	47.58637	7.59318	4343	1.39
1.050266204	47.58593	7.59358	4395	0.55
1.053263889	47.58596	7.59328	4395	0.47
1.061412037	47.5863	7.59297	4296	0.44
1.063194444	47.58567	7.59377	4369	0.68
1.063946759	47.58587	7.59394	4420	1.11
1.073773148	47.58614	7.59317	4355	0.76
1.08125	47.58595	7.59371	4441	0.36
1.082777778	47.5868	7.59264	4369	0.51
1.088703704	47.58605	7.59333	4268	0.54
1.095428241	47.58585	7.59386	4407	0.35
1.098101852	47.58591	7.59354	4523	0.14
1.102430556	47.58587	7.59314	4368	0.93
1.102696759	47.58606	7.59329	4285	0.93
1.105868056	47.58625	7.59308	4305	0.56
1.116111111	47.586	7.59422	4405	0.58
1.122627315	47.58746	7.59319	4257	0.58
1.143645833	47.58628	7.59332	4384	0.44
1.14375	47.58623	7.59314	4327	0.53
1.143865741	47.58574	7.59409	4422	0.9
1.147523148	47.58707	7.59243	4195	0.93
1.172303241	47.58678	7.59287	4353	1.55
1.179398148	47.58595	7.59325	4384	0.51
1.203877315	47.58763	7.59179	4130	0.74
1.234282407	47.58612	7.5932	4389	1.3
1.278969907	47.58624	7.5938	4397	1.35
1.296157407	47.58619	7.59317	4459	0.56
1.301678241	47.58607	7.59373	4408	0.57
1.306828704	47.58705	7.59244	4199	0.94
1.315243056	47.58686	7.59264	4353	0.58
1.333541667	47.58636	7.5933	4395	0.58
1.348935185	47.58685	7.59269	4354	1.29
1.364351852	47.58577	7.59383	4409	0.72
1.412303241	47.58761	7.5918	4129	0.73
1.520104167	47.58615	7.59337	4401	1.36
1.524421296	47.5857	7.5937	4364	0.85
1.541041667	47.58604	7.59301	4401	0.73
1.544548611	47.58578	7.59337	4386	0.51
1.565706019	47.58603	7.59368	4425	1.31
1.566770833	47.58615	7.5934	4403	1.49
1.567418981	47.5857	7.59366	4418	0.66
1.576828704	47.58513	7.59378	4381	0.8
1.591388889	47.58705	7.59243	4200	0.96
1.608287037	47.58727	7.59267	4056	0.71
1.608622685	47.58762	7.59178	4136	1.02
1.610138889	47.58574	7.59409	4428	0.88
1.622013889	47.58609	7.5932	4380	1.35
1.63681713	47.58744	7.59321	4255	1.08
1.650046296	47.58557	7.59363	4415	1.38
1.657511574	47.58561	7.59419	4261	0.78
1.679768519	47.58568	7.59373	4367	0.73
1.680810185	47.58583	7.59406	4428	1.15
1.691840278	47.58615	7.59309	4357	0.86
1.693472222	47.58559	7.59417	4256	0.85
1.694340278	47.58597	7.59369	4420	1.15
1.701041667	47.58622	7.59305	4296	1.03
