1963.0007	0
1963.0856	0
1963.1622	0
1963.2471	0
1963.3292	0
1963.4141	0
1963.4962	0
1963.5811	0
1963.6660	298620
1963.7481	622000
1963.8330	0
1963.9151	0
1964.0000	0
1964.0849	0
1964.1643	0
1964.2491	0
1964.3313	0
1964.4162	0
1964.4983	0
1964.5832	0
1964.6680	0
1964.7502	0
1964.8350	0
1964.9172	0
1965.0021	0
1965.0869	0
1965.1636	0
1965.2485	0
1965.3306	0
1965.4155	0
1965.4976	0
1965.5825	0
1965.6674	0
1965.7495	0
1965.8344	363801600
1965.9165	501174600
1966.0014	774759790
1966.0862	183164240
1966.1629	205318350
1966.2478	170309070
1966.3299	139513850
1966.4148	131410050
1966.4969	122047760
1966.5818	159477930
1966.6667	189748680
1966.7488	286826480
1966.8337	452326950
1966.9158	526439270
1967.0007	578995370
1967.0856	499848320
1967.1622	512304470
1967.2471	470150100
1967.3292	374469050
1967.4141	351902450
1967.4962	340609730
1967.5811	426167910
1967.6660	483095340
1967.7481	690406170
1967.8330	975640570
1967.9151	1199573700
1968.0000	1349736740
1968.0849	1281763490
1968.1643	1211418690
1968.2491	958854000
1968.3313	994300440
1968.4162	801197240
1968.4983	779681570
1968.5832	818448820
1968.6680	964391260
1968.7502	1340335640
1968.8350	1839349510
1968.9172	2253529390
1969.0021	2105288870
1969.0869	2152789950
1969.1636	2288093130
1969.2485	1766559140
1969.3306	1494398000
1969.4155	1297492980
1969.4976	1211029020
1969.5825	1260462100
1969.6674	1583521810
1969.7495	1901233760
1969.8344	2576357170
1969.9165	3513918550
1970.0014	3502113630
1970.0862	3181166230
1970.1629	3392956750
1970.2478	2943496990
1970.3299	2163855470
1970.4148	1909301380
1970.4969	1973478060
1970.5818	1922210830
1970.6667	2302157660
1970.7488	3068245390
1970.8337	3529113270
1970.9158	4364756050
1971.0007	4666110990
1971.0856	4140453000
1971.1622	4736449560
1971.2471	3719413420
1971.3292	3034896450
1971.4141	3143368660
1971.4962	2883518090
1971.5811	2952609010
1971.6660	3352359420
1971.7481	4201038840
1971.8330	5168521620
1971.9151	5337460600
1972.0000	6101833010
1972.0849	5394417820
1972.1643	5359071210
1972.2491	4953953380
1972.3313	4381604260
1972.4162	3848120340
1972.4983	3514114250
1972.5832	3747927800
1972.6680	4472121790
1972.7502	5532075130
1972.8350	6183313030
1972.9172	6887882680
1973.0021	7354162600
1973.0869	6766023240
1973.1636	6579111380
1973.2485	6188804990
1973.3306	5065972460
1973.4155	4070171930
1973.4976	3879208030
1973.5825	3942797110
1973.6674	4340537880
1973.7495	6422625570
1973.8344	7557760900
1973.9165	8528899880
1974.0014	8329117150
1974.0862	7395247900
1974.1629	7942178100
1974.2478	6532568500
1974.3299	6276360600
1974.4148	5121842200
1974.4969	5070499000
1974.5818	4977613100
1974.6667	5914188100
1974.7488	8146859200
1974.8337	8361988990
1974.9158	8349989350
1975.0007	8704235240
1975.0856	8350296700
1975.1622	8924386800
1975.2471	7736573800
1975.3292	6073142000
1975.4141	5188028700
1975.4962	4426231600
1975.5811	4292747300
1975.6660	5155308500
1975.7481	7284213300
1975.8330	8480857000
1975.9151	9431017900
1976.0000	9736202200
1976.0849	9224179300
1976.1643	9504544000
1976.2491	7476339600
1976.3313	5976767500
1976.4162	5110745300
1976.4983	4482295800
1976.5832	4795696800
1976.6680	6008919700
1976.7502	6886644400
1976.8350	8334443900
1976.9172	10199189900
1977.0021	10165951380
1977.0869	8464455764
1977.1636	8285432319
1977.2485	7896385333
1977.3306	5945505694
1977.4155	5007355227
1977.4976	4110893873
1977.5825	4231739189
1977.6674	5271460827
1977.7495	6295414644
1977.8344	8258561392
1977.9165	9379902399
1978.0014	10132077995
1978.0862	9146918016
1978.1629	8121281381
1978.2478	6556126903
1978.3299	5608807762
1978.4148	4122882066
1978.4969	3526948648
1978.5818	3364999618
1978.6667	4285493453
1978.7488	5794925534
1978.8337	7348550824
1978.9158	8756995162
1979.0007	10949611552
1979.0856	9345220794
1979.1622	8364893883
1979.2471	6322221532
1979.3292	4520075106
1979.4141	3163652680
1979.4962	2852494847
1979.5811	2949712485
1979.6660	3772168965
1979.7481	5552561543
1979.8330	7175877055
1979.9151	7199993320
1980.0000	8989614900
1980.0849	6721336200
1980.1643	7317139803
1980.2491	5647072000
1980.3313	4491898697
1980.4162	3437297100
1980.4983	2999112100
1980.5832	2352818200
1980.6680	2859408600
1980.7502	5036639400
1980.8350	7183269800
1980.9172	8008192800
1981.0021	9034677500
1981.0869	8435299009
1981.1636	6483199589
1981.2485	4747510096
1981.3306	3082473286
1981.4155	2457110646
1981.4976	1811656800
1981.5825	1717076296
1981.6674	2744419593
1981.7495	4791853800
1981.8344	5894268297
1981.9165	7853211891
1982.0014	7564650203
1982.0862	6149570604
1982.1629	5830393792
1982.2478	4465686700
1982.3299	2873532395
1982.4148	2075564200
1982.4969	1561491491
1982.5818	1456449500
1982.6667	2176870303
1982.7488	3151348169
1982.8337	4502145110
1982.9158	6561611301
1983.0007	5907073099
1983.0856	6877734109
1983.1622	5894119594
1983.2471	4522985302
1983.3292	3778324195
1983.4141	2259437803
1983.4962	1594924700
1983.5811	1656389100
1983.6660	2673712703
1983.7481	3300336109
1983.8330	4974602795
1983.9151	6616695004
1984.0000	7313966700
1984.0849	7283269706
1984.1643	6772390396
1984.2491	4415224408
1984.3313	3706440605
1984.4162	2753730703
1984.4983	1949435589
