21.3	-20.013855
21.4	-19.799102
21.5	-19.583434
21.6	-19.367241
21.7	-19.150875
21.8	-18.934658
21.9	-18.718882
22	-18.50381
22.1	-18.289681
22.2	-18.076707
22.3	-17.865082
22.4	-17.654975
22.5	-17.44654
22.6	-17.239912
22.7	-17.035211
22.8	-16.83254
22.9	-16.63199
23	-16.433642
23.1	-16.237561
23.2	-16.043806
23.3	-15.852424
23.4	-15.663454
23.5	-15.476928
23.6	-15.292869
23.7	-15.111295
23.8	-14.932218
23.9	-14.755644
24	-14.581575
24.1	-14.410007
24.2	-14.240935
24.3	-14.074347
24.4	-13.91023
24.5	-13.748568
24.6	-13.589343
24.7	-13.432533
24.8	-13.278114
24.9	-13.126063
25	-12.976354
25.1	-12.828958
25.2	-12.683846
25.3	-12.54099
25.4	-12.400359
25.5	-12.261921
25.6	-12.125645
25.7	-11.991498
25.8	-11.859449
25.9	-11.729464
26	-11.60151
26.1	-11.475555
26.2	-11.351565
26.3	-11.229508
26.4	-11.10935
26.5	-10.991059
26.6	-10.874603
26.7	-10.759948
26.8	-10.647064
26.9	-10.535919
27	-10.42648
27.1	-10.318718
27.2	-10.212601
27.3	-10.1081
27.4	-10.005184
27.5	-9.903824
27.6	-9.803992
27.7	-9.705658
27.8	-9.608796
27.9	-9.513376
28	-9.419373
28.1	-9.326759
28.2	-9.235508
28.3	-9.145595
28.4	-9.056995
28.5	-8.969682
28.6	-8.883633
28.7	-8.798823
28.8	-8.71523
28.9	-8.63283
29	-8.5516
29.1	-8.47152
29.2	-8.392567
29.3	-8.31472
29.4	-8.237959
29.5	-8.162263
29.6	-8.087612
29.7	-8.013988
29.8	-7.94137
29.9	-7.869741
30	-7.799082
30.1	-7.729375
30.2	-7.660603
30.3	-7.592748
30.4	-7.525795
30.5	-7.459726
30.6	-7.394525
30.7	-7.330177
30.8	-7.266667
30.9	-7.203979
31	-7.142099
31.1	-7.081012
31.2	-7.020705
31.3	-6.961162
31.4	-6.902372
31.5	-6.844321
31.6	-6.786996
31.7	-6.730384
31.8	-6.674472
31.9	-6.61925
32	-6.564705
32.1	-6.510825
32.2	-6.457599
32.3	-6.405015
32.4	-6.353064
32.5	-6.301735
32.6	-6.251016
32.7	-6.200898
32.8	-6.151372
32.9	-6.102426
33	-6.054052
33.1	-6.006239
33.2	-5.95898
33.3	-5.912265
33.4	-5.866086
33.5	-5.820433
33.6	-5.775298
33.7	-5.730673
33.8	-5.68655
33.9	-5.642921
34	-5.599778
34.1	-5.557114
34.2	-5.514921
34.3	-5.473192
34.4	-5.431919
34.5	-5.391096
34.6	-5.350717
34.7	-5.310773
34.8	-5.271259
34.9	-5.232168
35	-5.193493
35.1	-5.155229
35.2	-5.11737
35.3	-5.079909
35.4	-5.042841
35.5	-5.00616
35.6	-4.96986
35.7	-4.933935
35.8	-4.898381
35.9	-4.863192
36	-4.828363
36.1	-4.793888
36.2	-4.759763
36.3	-4.725983
36.4	-4.692543
36.5	-4.659438
36.6	-4.626664
36.7	-4.594215
36.8	-4.562088
36.9	-4.530278
37	-4.498781
37.1	-4.467592
37.2	-4.436708
37.3	-4.406124
37.4	-4.375836
37.5	-4.345841
37.6	-4.316134
37.7	-4.286711
37.8	-4.25757
37.9	-4.228705
38	-4.200115
38.1	-4.171794
38.2	-4.14374
38.3	-4.115949
38.4	-4.088418
38.5	-4.061143
38.6	-4.034122
38.7	-4.00735
38.8	-3.980826
38.9	-3.954545
39	-3.928505
39.1	-3.902703
39.2	-3.877136
39.3	-3.8518
39.4	-3.826694
39.5	-3.801814
39.6	-3.777157
39.7	-3.752722
39.8	-3.728504
39.9	-3.704502
40	-3.680714
40.1	-3.657135
40.2	-3.633765
40.3	-3.6106
40.4	-3.587638
40.5	-3.564877
40.6	-3.542314
40.7	-3.519947
40.8	-3.497774
40.9	-3.475792
41	-3.454
41.1	-3.432395
41.2	-3.410975
41.3	-3.389738
41.4	-3.368682
41.5	-3.347804
41.6	-3.327104
41.7	-3.306578
41.8	-3.286225
41.9	-3.266043
42	-3.24603
42.1	-3.226185
42.2	-3.206504
42.3	-3.186987
42.4	-3.167632
42.5	-3.148437
42.6	-3.1294
42.7	-3.11052
42.8	-3.091794
42.9	-3.073222
43	-3.054801
43.1	-3.03653
43.2	-3.018408
43.3	-3.000432
43.4	-2.982602
43.5	-2.964915
43.6	-2.94737
43.7	-2.929966
43.8	-2.912701
43.9	-2.895574
44	-2.878583
44.1	-2.861727
44.2	-2.845005
44.3	-2.828415
44.4	-2.811956
44.5	-2.795626
44.6	-2.779424
44.7	-2.763349
44.8	-2.7474
44.9	-2.731575
45	-2.715873
45.1	-2.700293
45.2	-2.684833
45.3	-2.669493
45.4	-2.654271
45.5	-2.639167
45.6	-2.624178
45.7	-2.609303
45.8	-2.594543
45.9	-2.579895
46	-2.565358
46.1	-2.550931
46.2	-2.536614
46.3	-2.522405
46.4	-2.508303
46.5	-2.494307
46.6	-2.480417
46.7	-2.46663
46.8	-2.452946
46.9	-2.439365
47	-2.425885
47.1	-2.412504
47.2	-2.399223
47.3	-2.38604
47.4	-2.372955
47.5	-2.359966
47.6	-2.347072
47.7	-2.334274
47.8	-2.321568
47.9	-2.308956
48	-2.296436
48.1	-2.284007
48.2	-2.271668
48.3	-2.259419
48.4	-2.247258
48.5	-2.235185
48.6	-2.223199
48.7	-2.2113
48.8	-2.199485
48.9	-2.187756
49	-2.17611
49.1	-2.164548
49.2	-2.153068
49.3	-2.14167
49.4	-2.130352
49.5	-2.119115
49.6	-2.107957
49.7	-2.096878
49.8	-2.085877
49.9	-2.074954
50	-2.064107
